StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q27,Q28,Q1,Q2,Q2_3_TEXT,Q3,Q17,Q20,Q13,Q14,Q20,Q4,Q5,Q9,Q6,Q7,Q7_4_TEXT,Q8,Q22,Q23,Q10,Q12,Q15,Q25,Q26,Q18,Q18_13_TEXT,Q19,Q21,Q21_8_TEXT,Q29,Q14 - Topics,Q14 - Parent Topics
9/4/19 14:44,9/4/19 14:46,IP Address,100,113,TRUE,9/4/19 14:46,R_sb3jw59WDYLpFdL,anonymous,EN,USA,Minnesota,Yes,Academic,,,2016,Yes,No,,50+,,,Private,Baccalaureate/Associate's College,,,2000,Yes,Full-time Librarian/Faculty,No,,No,No,,"3D Printer,Vinyl Cutter,Audio/Video Software,Audio/Video Equipment,Art/Crafting Supplies (Construction Paper, Paint, LEGO, etc.)",,,"Part-time dedicated staff,Student workers",,,,
9/4/19 15:05,9/4/19 15:07,IP Address,100,102,TRUE,9/4/19 15:07,R_xabwesUBmqCkGxX,anonymous,EN,USA,Oregon,Yes,Academic,,,2018,Yes,No,,41-50,,,Public,Doctoral University,,,14000,No,,No,,No,No,,"3D Printer,Audio/Video Software,Audio/Video Equipment,Electronics Hardware (Capacitors, Resistors, Soldering Equipment, etc.)",,,Full-time dedicated staff,,,,
9/4/19 15:46,9/4/19 15:46,IP Address,100,11,TRUE,9/4/19 15:46,R_3iEfWT817ToNQDB,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/19 15:45,9/4/19 15:47,IP Address,100,111,TRUE,9/4/19 15:47,R_3KuBltfZTwlcNUy,anonymous,EN,United States of America,South Carolina,No,Other,Academic and Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/19 15:50,9/4/19 15:57,IP Address,100,466,TRUE,9/4/19 15:57,R_2czUiXIcPRllbOX,anonymous,EN,United States of America,Illinois,Yes,Public,,"Medium (Collection Size > 100,001 and < 500,000)",2014,Yes,No,,50+,No,,,,,,,,,,,,,,"3D Printer,Vinyl Cutter,Laser Cutter,Green Screen,Audio/Video Software,Audio/Video Equipment,Microcontrollers,Art/Crafting Supplies (Construction Paper, Paint, LEGO, etc.),Other",Embroidery Machine,"We use a Prusa i3 Mk2.5S 3D printer which I believe is open hardware.  The primary open source software packages we use are Cura, Inkscape, Gimp, Arduino, and Audacity.","Full-time dedicated staff,Other","In addition to one person who works full time in our makerspace, many other staff, both full-time and part-time, in other departments also work hours there.","We track usage using Suma, which we also use for tracking reference questions at other public desks.",,
9/4/19 17:16,9/4/19 17:17,IP Address,100,115,TRUE,9/4/19 17:18,R_3HivIlvVSyGP8NH,anonymous,EN,USA,Washington,Yes,Academic,,,2014,Yes,No,,50+,,,Public,Doctoral University,,,33000,No,,No,,No,Yes,,"3D Printer,Audio/Video Software,Audio/Video Equipment,VR Technology",,,"Full-time dedicated staff,Student workers,Graduate assistants",,,,
9/4/19 22:15,9/4/19 22:17,IP Address,100,124,TRUE,9/4/19 22:17,R_pLVe1zefoTN5WNj,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/19 22:18,9/4/19 22:24,IP Address,100,376,TRUE,9/4/19 22:24,R_3PNAqsc66MnEnSH,anonymous,EN,Turkey ,İstanbul,Yes,Academic,,,2017,Yes,No,,41-50,,,Private,Doctoral University,,,,Yes,Full-time Librarian/Faculty,Yes,,Yes,No,EU,"3D Printer,AR Technology,Art/Crafting Supplies (Construction Paper, Paint, LEGO, etc.)",,,Part-time dedicated staff,,Survey,,
9/5/19 6:54,9/5/19 6:54,IP Address,100,40,TRUE,9/5/19 6:54,R_25SY6nkfUesHveT,anonymous,EN,USA,Ohio,No,Public,,"Large (Collection Size > 500,001)",,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/19 8:10,9/5/19 8:13,IP Address,100,169,TRUE,9/5/19 8:13,R_3J8YVwdZHUVnsjc,anonymous,EN,United States,Michigan,Yes,Public,,"Large (Collection Size > 500,001)",2009,Yes,No,,21-30,Yes,Different area for different ages,,,,,,,,,,,,,"3D Printer,Audio/Video Software,Audio/Video Equipment,VR Technology,Art/Crafting Supplies (Construction Paper, Paint, LEGO, etc.),Other",Recording Studio,,Full-time dedicated staff,,"Attendance to programs, usage of open time ",,
9/5/19 8:29,9/5/19 8:35,IP Address,100,351,TRUE,9/5/19 8:35,R_1mCQPeyBLJI1IHU,anonymous,EN,United States,Tennessee,No,Academic,,,,,,,,,,Private,Doctoral University,,,500,,,,,,,,,,,,,,,
9/5/19 8:53,9/5/19 8:55,IP Address,100,92,TRUE,9/5/19 8:55,R_Re32zO2g6BwwJnX,anonymous,EN,Canada,Ontario,,Academic,,,,,,,,,,Public,Master's College or University,,,14000,,,,,,,,,,,,,,,
9/5/19 9:04,9/5/19 9:04,IP Address,100,9,TRUE,9/5/19 9:04,R_11i2DW6s26ysfiP,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/19 9:05,9/5/19 9:12,IP Address,100,432,TRUE,9/5/19 9:12,R_3t1D6FziJeUScN3,anonymous,EN,USA,Texas,Yes,Academic,,,2015,Yes,Yes,,50+,,,Public,Doctoral University,,,41000,Yes,Staff,Yes,"Students, faculty, staff",Yes,Yes,Grants,"3D Printer,Vinyl Cutter,Laser Cutter,Audio/Video Software,Audio/Video Equipment,Microcontrollers,Raspberry Pi,VR Technology,AR Technology,Art/Crafting Supplies (Construction Paper, Paint, LEGO, etc.),Electronics Hardware (Capacitors, Resistors, Soldering Equipment, etc.)",,,"Full-time dedicated staff,Student workers",,"Visitors, consultations, projects completed, equipment utilization",,
9/5/19 9:18,9/5/19 9:18,IP Address,100,40,TRUE,9/5/19 9:18,R_8v3FQOS3WENSfYZ,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/19 10:21,9/5/19 10:26,IP Address,100,247,TRUE,9/5/19 10:26,R_3gRFF6F1d76m7lG,anonymous,EN,Canada,Ontario ,Yes,Academic,,,Sep-16,Yes,Yes,"We charge $2.00/hour for 3D prints if not linked to course work, research ",31-40,,,Public,Master's College or University,,,12500,Yes,Part-time Librarian/Faculty,No,,No,No,,"3D Printer,Green Screen,Audio/Video Software,Audio/Video Equipment,Microcontrollers,Raspberry Pi,VR Technology,Art/Crafting Supplies (Construction Paper, Paint, LEGO, etc.)",,,Part-time dedicated staff,,"Stats from bookings, survey",Unknown,
9/5/19 11:55,9/5/19 12:13,IP Address,100,1085,TRUE,9/5/19 12:13,R_3O0Q5qlb2ryWQJ4,anonymous,EN,US,Ohio,Yes,Academic,,,2016,Yes,Yes,It is only cost recovery for materials used. Typically charge by weight or linear foot depending on material type.,41-50,,,Public,Doctoral University,,,24190,Yes,Full-time Librarian/Faculty,No,,No,No,No special fees - funded completely through the library's operating budget.,"3D Printer,Vinyl Cutter,Laser Cutter,Audio/Video Software,Audio/Video Equipment,Microcontrollers,Raspberry Pi,VR Technology,Art/Crafting Supplies (Construction Paper, Paint, LEGO, etc.),Other","CNC Router, 3D pens, laminator, heat press, form maker",Audacity,"Full-time dedicated staff,Student workers",,Users are asked to sign in. Users are badged on machines so we count those. Amount of materials sold.,Unknown,
9/4/19 16:54,9/5/19 16:29,IP Address,100,84890,TRUE,9/5/19 16:29,R_33avviFnwOgZEdt,anonymous,EN,United States,Louisiana,No,Academic,,,,,,,,,,Public,Associate's College,,,7500,,,,,,,,,,,,,,,
9/6/19 14:34,9/6/19 14:40,IP Address,100,372,TRUE,9/6/19 14:40,R_2diH38DTxYQAP1M,anonymous,EN,United States,Arizona,Yes,Academic,,,2016,Yes,No,,50+,,,Public,Doctoral University,,,33000,Yes,Full-time Librarian/Faculty,No,,No,No,3D printing fees (.05 per gram of filament used),"3D Printer,Vinyl Cutter,Green Screen,Audio/Video Software,Audio/Video Equipment,Microcontrollers,Raspberry Pi,VR Technology,Art/Crafting Supplies (Construction Paper, Paint, LEGO, etc.),Other","zine making, sewing machines","meshmixer, tinkercad, sketchup, blender","Full-time dedicated staff,Student workers",,"3D printing statistics, observational studies, attendance counts for programs",,
9/10/19 14:52,9/10/19 14:58,IP Address,100,355,TRUE,9/10/19 14:58,R_1CeYuoRLLXF5oEF,anonymous,EN,United States,Ohio,Yes,Academic,,,2015,Yes,No,,21-30,,,Public,Doctoral University,,,25000,Yes,Full-time Librarian/Faculty,No,,No,No,,"3D Printer,Vinyl Cutter,Laser Cutter,Audio/Video Software,Audio/Video Equipment,Other",CNC router; Garment printer,,"Full-time dedicated staff,Student workers",,,,
9/4/19 14:26,9/4/19 14:27,IP Address,4,18,FALSE,9/11/19 14:27,R_1I6o4XdrMpuf6Ty,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/19 14:29,9/4/19 14:30,IP Address,32,66,FALSE,9/11/19 14:30,R_2Sxxz9X3ZUDJTNZ,anonymous,EN,US,NJ,Yes,Public,,"Medium (Collection Size > 100,001 and < 500,000)",2016,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,
9/4/19 15:15,9/4/19 15:16,IP Address,4,35,FALSE,9/11/19 15:16,R_30dd4HCrzVs9a1b,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/19 15:22,9/4/19 15:22,IP Address,4,10,FALSE,9/11/19 15:22,R_3PuiUZ07nWyCz3d,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/19 14:47,9/4/19 15:57,IP Address,54,4156,FALSE,9/11/19 15:57,R_3O7vYhSG8NRNjcS,anonymous,EN,United States,North Dakota,No,Academic,,,,,,,,,,Public,Doctoral University,,,,,,,,,,,,,,,,,,
9/4/19 16:41,9/4/19 16:41,IP Address,4,46,FALSE,9/11/19 16:41,R_2s7pUkLmMrM2VWK,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/19 9:35,9/12/19 9:36,IP Address,100,47,TRUE,9/12/19 9:36,R_1nUFy6aRiIGbJ05,anonymous,EN,USA,Pennsylvania,No,Public,,"Small (Collection Size > 30,000 and < 100,000)",,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/19 9:36,9/12/19 9:37,IP Address,100,53,TRUE,9/12/19 9:37,R_9F5XggZNiTPtI5j,anonymous,EN,United States,Indiana,No,Academic,,,,,,,,,,Public,Baccalaureate/Associate's College,,,3700,,,,,,,,,,,,,,,
9/12/19 9:35,9/12/19 9:44,IP Address,100,512,TRUE,9/12/19 9:44,R_VKZi4kqNcek8KZz,anonymous,EN,USA,Georgia,Yes,Public,,"Large (Collection Size > 500,001)",2012 for the first one,Yes,No,,50+,No,,,,,,,,,,,,,,"3D Printer,Vinyl Cutter,Laser Cutter,Green Screen,Audio/Video Software,Audio/Video Equipment,Microcontrollers,Raspberry Pi,VR Technology,Art/Crafting Supplies (Construction Paper, Paint, LEGO, etc.),Electronics Hardware (Capacitors, Resistors, Soldering Equipment, etc.),Other","STEM kits for children, such as Kapla blocks and Snap Circuits. Also, sewing and serging. ","Cura, Inkscape, Tinkercad","Full-time dedicated staff,Community volunteers",,"LibCal keeps stats for makerspace bookings and the types of usage patrons intend, but the equipment checkouts are not logged specifically",,
9/12/19 9:41,9/12/19 9:44,IP Address,100,210,TRUE,9/12/19 9:44,R_2dyAx2MFdeL89Ot,anonymous,EN,United States,Pennsylvania,Yes,Public,,"Small (Collection Size > 30,000 and < 100,000)",2014,Yes,Yes,Fees are charged for 3D printing outside of a library program. Materials fee for Carvey outside of programs.,,No,,,,,,,,,,,,,,"3D Printer,Vinyl Cutter,Green Screen,Audio/Video Software,Audio/Video Equipment,Microcontrollers,Raspberry Pi,Art/Crafting Supplies (Construction Paper, Paint, LEGO, etc.),Electronics Hardware (Capacitors, Resistors, Soldering Equipment, etc.)",,,"None,Other",Library staff book appointments for use of equipment. Staff run programs. ,"Program attendance, printer/equipment appointments",Unknown,
9/12/19 9:34,9/12/19 9:46,IP Address,100,706,TRUE,9/12/19 9:46,R_0JN0mqRJVZJVuEh,anonymous,EN,United States of America,California,No,Academic,,,,,,,,,,Public,Master's College or University,,,,,,,,,,,,,,,,,,
9/12/19 9:48,9/12/19 9:49,IP Address,100,35,TRUE,9/12/19 9:49,R_9SIgvObVWNxtPPP,anonymous,EN,United States of America,District of Columbia,No,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/19 9:41,9/12/19 9:55,IP Address,100,876,TRUE,9/12/19 9:55,R_1FXrfoUzlG9OUkF,anonymous,EN,United States,Maryland,Yes,Academic,,,2016,No,No,,50+,,,Public,Associate's College,,,1700,No,,No,,,,,"Audio/Video Software,Audio/Video Equipment,Other","Software that is not on the computers in the rest of the library. For example, the whole Adobe creative suite is in there. AutoCAD and Google Earth are in there. There are some coding environements in there. There is a long list of other software in there, but I dont know what it is.","I think there are some open source coding environments in there, but I'm not sure what they are.","None,Other","The makerspace is locked by default. If a patron wants to use it, they must check out the key at the Welcome Desk. So in that sense, its any desk worker on duty who staffs the makerspace. students workers, part-time staff, full t-ime staff, and librarians all take turns staffing the Welsome Desk, so in this way we all staff the Makerspace. ",Circulation data on the Makerspace key.,,
9/12/19 9:57,9/12/19 9:57,IP Address,100,45,TRUE,9/12/19 9:57,R_11ayjzmKCnIk79R,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/19 9:54,9/12/19 10:02,IP Address,100,428,TRUE,9/12/19 10:02,R_3s0VS78wV1sA7Xh,anonymous,EN,United States of America,California,Yes,Academic,,,2014,Yes,No,,50+,,,Public,Baccalaureate/Associate's College,,,4000,No,,Yes,Students,Yes,Yes,students pay one univeristy fee instead of course or other fees - the library uses this system to submit proposals students then vote on to recieve funding through the university fee,"3D Printer,Vinyl Cutter,Laser Cutter,Green Screen,Audio/Video Software,Audio/Video Equipment,Raspberry Pi,VR Technology,AR Technology,Other","external hard drives, recorders, calulators, adpaters, sewing machines","AutoDesk, Audactiy","Full-time dedicated staff,Student workers",,"surveys, computer reservation and software stats, student feedback, comment cards",,
9/12/19 10:06,9/12/19 10:07,IP Address,100,17,TRUE,9/12/19 10:07,R_DOzXcntrcENGR9v,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/19 10:07,9/12/19 10:11,IP Address,100,232,TRUE,9/12/19 10:11,R_qUG2mQJsGjhATPr,anonymous,EN,United States,VA,Yes,Academic,,,2017,Yes,No,,50+,,,Public,Master's College or University,,,1,Yes,Staff,Yes,"Students, faculty, staff",,,Is a line item out of the overall library budget. ,"3D Printer,Vinyl Cutter,Laser Cutter,Green Screen,Audio/Video Software,Audio/Video Equipment,Microcontrollers,VR Technology,Art/Crafting Supplies (Construction Paper, Paint, LEGO, etc.),Electronics Hardware (Capacitors, Resistors, Soldering Equipment, etc.)",,,"Full-time dedicated staff,Part-time dedicated staff,Student workers",,,,
9/12/19 10:37,9/12/19 10:39,IP Address,100,128,TRUE,9/12/19 10:39,R_Du9ICLTYvoS4Kf7,anonymous,EN,United States,California,Yes,Academic,,,2015,Yes,No,,41-50,,,Private,Doctoral University,,,5000,Yes,Full-time Librarian/Faculty,No,,Yes,No,,"3D Printer,Laser Cutter,Audio/Video Software,Audio/Video Equipment,Raspberry Pi,VR Technology,AR Technology,Art/Crafting Supplies (Construction Paper, Paint, LEGO, etc.),Electronics Hardware (Capacitors, Resistors, Soldering Equipment, etc.)",,,"Full-time dedicated staff,Part-time dedicated staff,Student workers,Community volunteers",,,,
9/12/19 9:56,9/12/19 10:54,IP Address,100,3487,TRUE,9/12/19 10:54,R_1ptIXF9NbaVzsYp,anonymous,EN,United States,Idaho,Yes,Public,,"Small (Collection Size > 30,000 and < 100,000)",2016,Yes,No,,41-50,No,,,,,,,,,,,,,,"3D Printer,Green Screen,Raspberry Pi,VR Technology,Art/Crafting Supplies (Construction Paper, Paint, LEGO, etc.),Other","Woodburning tools, STEM kits (circuitry, robotics), Sewing machines and materials,","Cura, tinkercad, blender 3D, Krita, Gimp, Atom, Scratch, Inkscape, VLC Media Player",Other,"The Makery is maintained by library staff, but there is no dedicated staff specifically for the Makery. Makery classes and conducted by library staff or community volunteers.",Surveys are used for classes in the Makery. General usage is not measured at this time.,,
9/12/19 9:42,9/12/19 10:57,IP Address,100,4491,TRUE,9/12/19 10:57,R_2WYyVlXV0Jd7rNy,anonymous,EN,USA,Ohio,Yes,Academic,,,Fall 2019,Yes,No,,21-30,,,Public,Master's College or University,,,22000,No,,No,,No,Yes,,"3D Printer,Vinyl Cutter,Green Screen,Audio/Video Software,Audio/Video Equipment,Microcontrollers,Raspberry Pi,VR Technology,Art/Crafting Supplies (Construction Paper, Paint, LEGO, etc.),Electronics Hardware (Capacitors, Resistors, Soldering Equipment, etc.)",,,"Full-time dedicated staff,Student workers",,"Statistics, surveys, stories",,
9/12/19 10:54,9/12/19 11:01,IP Address,100,428,TRUE,9/12/19 11:01,R_1QbVMj2MgLgs5TB,anonymous,EN,USA,Texas,Yes,Academic,,,2017,Yes,No,,50+,,,Public,Doctoral University,,,14000,Yes,Staff,No,,No,No,SCC/NLM Awards,"3D Printer,Audio/Video Software,Audio/Video Equipment,VR Technology",,"Form Driver, Cura Driver, Handbrake",Other,Library Staff contacts,"supplies depletion, orientation trainings, and print requests",,
9/12/19 10:58,9/12/19 11:01,IP Address,100,174,TRUE,9/12/19 11:01,R_10SKUwIbqD2uOP7,anonymous,EN,United States,Connecticut,Yes,Public,,"Large (Collection Size > 500,001)",Oct-15,Yes,No,,0-10,No,,,,,,,,,,,,,,"3D Printer,Audio/Video Software,Audio/Video Equipment,Microcontrollers,Raspberry Pi,VR Technology,Art/Crafting Supplies (Construction Paper, Paint, LEGO, etc.)",,"Cura, Audacity, Paint.net, Gimp","Full-time dedicated staff,Community volunteers",,,,
9/12/19 9:35,9/12/19 11:13,IP Address,100,5862,TRUE,9/12/19 11:13,R_1oej6PGc7B9cAyr,anonymous,EN,U.S.,California,Yes,Academic,,,2019,Yes,No,,20-Nov,,,Public,Master's College or University,,,1015,Yes,Full-time Librarian/Faculty,No,,Yes,No,,"3D Printer,Vinyl Cutter,Laser Cutter,Audio/Video Software,Audio/Video Equipment,Microcontrollers,Art/Crafting Supplies (Construction Paper, Paint, LEGO, etc.),Electronics Hardware (Capacitors, Resistors, Soldering Equipment, etc.),Other","Letterpress, Book arts",unsure ,"Part-time dedicated staff,Student workers",,"We are newly opened, no assessment yet",,
9/12/19 11:40,9/12/19 11:42,IP Address,100,82,TRUE,9/12/19 11:42,R_2uVArK4DMuv7jWZ,anonymous,EN,USA,Alabama,No,Academic,,,,,,,,,,Public,Doctoral University,,,,,,,,,,,,,,,,,,
9/12/19 11:59,9/12/19 12:00,IP Address,100,82,TRUE,9/12/19 12:00,R_3ml4lYGTp9QXmgo,anonymous,EN,U.S.,MA,No,Academic,,,,,,,,,,Private,Doctoral University,,,200,,,,,,,,,,,,,,,
9/12/19 12:04,9/12/19 12:14,IP Address,100,604,TRUE,9/12/19 12:14,R_1ZzIlPuem14QNj3,anonymous,EN,United States,Oklahoma,Yes,Academic,,,2014,Yes,No,,50+,,,Public,Doctoral University,,,100,Yes,Full-time Librarian/Faculty,No,,No,No,,"3D Printer,Vinyl Cutter,Laser Cutter,Audio/Video Software,Audio/Video Equipment,Microcontrollers,Raspberry Pi,VR Technology,AR Technology,Art/Crafting Supplies (Construction Paper, Paint, LEGO, etc.),Electronics Hardware (Capacitors, Resistors, Soldering Equipment, etc.)",,"We give STRONG preference to open. It would take me more than 5 - 10 minutes I set aside for the survey to list. If you look at the tech in the previous question, assume that everything is run with Open hardware on open builds if one is available. ","Full-time dedicated staff,Student workers,Community volunteers",,Attendance and narratives,,
9/12/19 12:32,9/12/19 12:36,IP Address,100,240,TRUE,9/12/19 12:36,R_3dE8bFcOhlPh0iU,anonymous,EN,USA,North Carolina,Yes,Academic,,,Don't know,Yes,No,,31-40,,,Private,Doctoral University,,,,Yes,Full-time Librarian/Faculty,No,,No,No,Budget,"3D Printer,Green Screen,Audio/Video Software,Audio/Video Equipment,VR Technology,Art/Crafting Supplies (Construction Paper, Paint, LEGO, etc.),Electronics Hardware (Capacitors, Resistors, Soldering Equipment, etc.)",,"MeshLab, Tinkercad","Full-time dedicated staff,Graduate assistants",,Google forms/spreadsheet,,
9/5/19 12:46,9/5/19 12:46,IP Address,4,13,FALSE,9/12/19 12:46,R_2v8lN1RLBa9pc2W,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/19 12:47,9/12/19 12:52,IP Address,100,278,TRUE,9/12/19 12:52,R_1d478l366ddBpSu,anonymous,EN,USA,NC,Yes,Academic,,,2013,Yes,Yes,We charge for materials that are used for some of our machines. For example the laser cutter takes lots of different kinds of materials so we sell them all at cost. We also sell supplies for 3d printers and our small CNC machine.,50+,,,Public,Doctoral University,,,300,No,,No,,No,Yes,,"3D Printer,Vinyl Cutter,Laser Cutter,Microcontrollers,Raspberry Pi,Art/Crafting Supplies (Construction Paper, Paint, LEGO, etc.),Electronics Hardware (Capacitors, Resistors, Soldering Equipment, etc.)",,"Lulzbots and lulzbot cura, Arduino, Adafruit and Sparkfun components and supplies.","Full-time dedicated staff,Student workers,Graduate assistants",,"We have a door counter, and an access system that reads card swipes. We also have questions available on course evaluations that sometimes professors assign.",Unknown,
9/12/19 13:32,9/12/19 13:41,IP Address,100,540,TRUE,9/12/19 13:41,R_2w63CGpQmm10yuU,anonymous,EN,United States,New York,Yes,Academic,,,2015,Yes,No,,0-10,,,Public,Master's College or University,,,8000,I don't know,,No,,No,Yes,"Funding comes from library technology budget, not sure where everything in that budget comes from","3D Printer,Vinyl Cutter,Audio/Video Software,Audio/Video Equipment,Microcontrollers,Raspberry Pi,Art/Crafting Supplies (Construction Paper, Paint, LEGO, etc.),Electronics Hardware (Capacitors, Resistors, Soldering Equipment, etc.),Other","Sewing supplies, knitting/crochet supplies","Lulzbot 3D printer, Cura software, Audacity, Inkscape","Full-time dedicated staff,Student workers",,Tracking number of visitors and how they use the space,,
9/12/19 13:43,9/12/19 13:43,IP Address,100,13,TRUE,9/12/19 13:43,R_r0GYQ5e3u66B0Vr,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/19 14:01,9/12/19 14:05,IP Address,100,226,TRUE,9/12/19 14:05,R_3lS1GSGcfEAUJI6,anonymous,EN,United States,Georgia,Yes,Academic,,,2015,Yes,No,,41-50,,,Public,Baccalaureate/Associate's College,,,,Yes,Full-time Librarian/Faculty,Yes,"Students, faculty, and staff",No,No,,"3D Printer,Vinyl Cutter,Laser Cutter,Microcontrollers,Raspberry Pi,VR Technology,Electronics Hardware (Capacitors, Resistors, Soldering Equipment, etc.)",,"Inkscape, Gimp","Full-time dedicated staff,Student workers",,Data collection of equipment circulation,,
9/12/19 14:26,9/12/19 14:27,IP Address,100,14,TRUE,9/12/19 14:27,R_1KpgSMA7wCtYnrt,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/19 14:42,9/5/19 14:45,IP Address,4,171,FALSE,9/12/19 14:45,R_3g7rX9xQX2i3WSu,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/19 15:51,9/12/19 16:05,IP Address,100,823,TRUE,9/12/19 16:05,R_2YPTa60Kwkwxlaw,anonymous,EN,United States,Texas,Yes,Academic,,,2014,Yes,Yes,"We only charge for the materials we provide.  If a learner brings in approved materials, there is no fee to access the machines.  There is no membership fee.",50+,,,Public,Doctoral University,,,40000,Yes,Full-time Librarian/Faculty,No,,No,No,,"3D Printer,Vinyl Cutter,Laser Cutter,Microcontrollers,Raspberry Pi,Electronics Hardware (Capacitors, Resistors, Soldering Equipment, etc.),Other","screen printing, paper making, sewing, embroidery, electric kilns, shop equipment, mini mill","tinkerCAD, FabApp","Full-time dedicated staff,Student workers,Graduate assistants",,"usage statistics, forthcoming qualitative assessment",Unknown,
9/13/19 7:40,9/13/19 7:42,IP Address,100,134,TRUE,9/13/19 7:42,R_z2tSSfeCmjfs44F,anonymous,EN,United States of America,Minnesota,Yes,Public,,"Large (Collection Size > 500,001)",2017,Yes,No,,0-10,Yes,Adults,,,,,,,,,,,,,"3D Printer,Vinyl Cutter,Audio/Video Software,VR Technology",,Tinkercad.com,"Full-time dedicated staff,Student workers",,Number of participants,,
9/13/19 9:01,9/13/19 9:03,IP Address,100,102,TRUE,9/13/19 9:03,R_1P5Hhx9L6JLfnxC,anonymous,EN,United States,Illinois,Yes,Academic,,,2013,Yes,Yes,charge for materials used,31-40,,,Public,Doctoral University,,,12000,Yes,Full-time Librarian/Faculty,No,,No,No,,"3D Printer,VR Technology",,blender,None,,,Unknown,
9/13/19 10:00,9/13/19 10:08,IP Address,100,465,TRUE,9/13/19 10:08,R_22nXEZmYGWxvWQR,anonymous,EN,United States,Minnesota,Yes,Academic,,,2017,Yes,No,,50+,,,Public,Baccalaureate/Associate's College,,,48000,No,,No,,,,Grant,"3D Printer,Vinyl Cutter,Audio/Video Equipment,Raspberry Pi,VR Technology,Art/Crafting Supplies (Construction Paper, Paint, LEGO, etc.)",,"Prusa Slicer, Cricut Design Space, SewArt","Student volunteers,Other","Full time staff whose positions include some time in space, but not all.","Observational/qualitative data when volunteer/staff are present, attendance data",,
9/12/19 7:27,9/12/19 7:50,IP Address,4,1374,FALSE,9/19/19 7:50,R_3EGyw4IGB8Xm0nP,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/19 9:35,9/12/19 9:35,IP Address,4,22,FALSE,9/19/19 9:36,R_26flKu6gzJxI6v7,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/19 9:36,9/12/19 9:36,IP Address,4,25,FALSE,9/19/19 9:37,R_2ziOC873Rv8vOZE,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/19 9:38,9/12/19 9:38,IP Address,4,23,FALSE,9/19/19 9:38,R_2dHhrduoKhSbFBA,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/19 9:42,9/12/19 9:43,IP Address,4,23,FALSE,9/19/19 9:43,R_3ssIGK8OteBkXz4,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/19 10:27,9/12/19 10:28,IP Address,43,53,FALSE,9/19/19 10:28,R_2xzRRSBywzOfcKL,anonymous,EN,United States,Oregon,No,Academic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/19 9:57,9/12/19 10:43,IP Address,4,2751,FALSE,9/19/19 10:44,R_be0UclpMhOFSmK5,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/19 11:31,9/12/19 11:31,IP Address,4,41,FALSE,9/19/19 11:31,R_2algmMPHNU7wmTH,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/19 12:08,9/12/19 12:09,IP Address,4,33,FALSE,9/19/19 12:09,R_2tm1HEoGVH4CWXB,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/19 12:28,9/12/19 12:29,IP Address,18,39,FALSE,9/19/19 12:29,R_wSmOId5HczWGA1z,anonymous,EN,United States,Indiana,Yes,Academic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/19 15:01,9/12/19 15:02,IP Address,4,20,FALSE,9/19/19 15:02,R_3PLdORKz9PiBv9s,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
